z_m,B_T,target_region,z_mm,B_mT
0.00629,-0.0003727357733534,original_variable_s_data,6.289999999999999,-0.3727357733534
0.0063825,-0.0003604159311839,original_variable_s_data,6.3825,-0.36041593118390003
0.006475,-0.0003480941808288,original_variable_s_data,6.475,-0.3480941808288
0.0065674999999999,-0.000335770520385,original_variable_s_data,6.5674999999998995,-0.335770520385
0.00666,-0.000323444947947,original_variable_s_data,6.66,-0.323444947947
0.0067525,-0.0003111174616072,original_variable_s_data,6.7524999999999995,-0.3111174616072
0.0068449999999999,-0.0002987880594553,original_variable_s_data,6.844999999999899,-0.29878805945529996
0.0069375,-0.0002864567395787,original_variable_s_data,6.9375,-0.28645673957870005
0.00703,-0.0002741235000624,original_variable_s_data,7.029999999999999,-0.2741235000624
0.0071224999999999,-0.0002617883389889,original_variable_s_data,7.1224999999999,-0.26178833898889997
0.007215,-0.0002494512544385,original_variable_s_data,7.215,-0.24945125443849997
0.0073075,-0.0002371122444889,original_variable_s_data,7.3075,-0.2371122444889
0.0074,-0.0002247713072152,original_variable_s_data,7.4,-0.2247713072152
0.0074925,-0.0002124284406905,original_variable_s_data,7.4925,-0.21242844069050001
0.007585,-0.0002000836429852,original_variable_s_data,7.585,-0.2000836429852
0.0076775,-0.0001877369121671,original_variable_s_data,7.6775,-0.1877369121671
0.00777,-0.0001753882463019,original_variable_s_data,7.77,-0.1753882463019
0.0078625,-0.0001630376434526,original_variable_s_data,7.8625,-0.1630376434526
0.007955,-0.0001506851016799,original_variable_s_data,7.955,-0.15068510167989999
0.0080474999999999,-0.0001383306190419,original_variable_s_data,8.0474999999999,-0.1383306190419
0.00814,-0.0001259741935944,original_variable_s_data,8.139999999999999,-0.1259741935944
0.0082325,-0.0001136158233905,original_variable_s_data,8.2325,-0.1136158233905
0.0083249999999999,-0.0001012555064811,original_variable_s_data,8.3249999999999,-0.1012555064811
0.0084175,-8.88932409144686e-05,original_variable_s_data,8.4175,-0.0888932409144686
0.00851,-7.652902473630602e-05,original_variable_s_data,8.51,-0.07652902473630602
0.0086024999999999,-6.41628559899846e-05,original_variable_s_data,8.6024999999999,-0.0641628559899846
