z_m,z_mm,B_T,B_mT,in_original_range,B_original_interp_mT,B_degree6_unanchored_mT,B_original_T,B_original_mT,equivalent_detuning_MHz,field_offset_removed_mT
0.1074458333333333,107.44583333333334,0.0127959036665573,12.7959036665573,True,18.051046683459983,18.068251350351208,0.0180510466834599,18.051046683459983,-526.447731260968,5.2551430169026006
0.1076216666666666,107.62166666666668,0.01282222697625,12.82222697625,True,18.077369993152672,18.09493090554137,0.0180773699931526,18.077369993152672,-526.447731260968,5.2551430169026006
0.1076588628762541,107.65886287625416,0.012827795472995198,12.827795472995199,True,18.082938489897877,18.100578024106145,0.0180829384898978,18.082938489897877,-526.447731260968,5.2551430169026006
0.1077975,107.7975,0.0128486281409457,12.848628140945701,True,18.10377115784831,18.12163591190808,0.0181037711578483,18.10377115784831,-526.447731260968,5.2551430169026006
0.1079733333333333,107.97333333333334,0.0128750501940652,12.875050194065201,True,18.130193210967843,18.14836639024798,0.0181301932109678,18.130193210967843,-526.447731260968,5.2551430169026006
0.1081491666666666,108.14916666666667,0.0129014722471847,12.901472247184701,True,18.15661526408737,18.17512236199388,0.0181566152640873,18.15661526408737,-526.447731260968,5.2551430169026006
0.1082775919732441,108.27759197324414,0.012920770409870698,12.920770409870698,True,18.17591342677334,18.19468053489517,0.0181759134267733,18.17591342677334,-526.447731260968,5.2551430169026006
0.108325,108.325,0.012927921225290098,12.927921225290097,True,18.183064242192756,18.201903849229065,0.0181830642421927,18.183064242192756,-526.447731260968,5.2551430169026006
0.1085008333333333,108.50083333333332,0.012954443141456797,12.954443141456798,True,18.209586158359446,18.228710874701644,0.0182095861583594,18.209586158359446,-526.447731260968,5.2551430169026006
0.1086766666666666,108.67666666666668,0.0129809650576235,12.9809650576235,True,18.236108074526136,18.25554346183909,0.0182361080745261,18.236108074526136,-526.447731260968,5.2551430169026006
0.1088525,108.8525,0.0130074869737902,13.0074869737902,True,18.26262999069283,18.28240163476276,0.0182626299906928,18.26262999069283,-526.447731260968,5.2551430169026006
0.1088963210702341,108.89632107023412,0.0130140967486779,13.0140967486779,True,18.269239765580508,18.289099197032105,0.0182692397655805,18.269239765580508,-526.447731260968,5.2551430169026006
0.1090283333333333,109.02833333333334,0.013034084721795298,13.034084721795299,True,18.289227738697964,18.309285418302537,0.0182892277386979,18.289227738697964,-526.447731260968,5.2551430169026006
0.1092041666666666,109.20416666666668,0.0130607076419492,13.0607076419492,True,18.315850658851804,18.336194838011583,0.0183158506588518,18.315850658851804,-526.447731260968,5.2551430169026006
0.10938,109.38,0.013087330562102997,13.087330562102997,True,18.34247357900565,18.363129920181148,0.0183424735790056,18.34247357900565,-526.447731260968,5.2551430169026006
