z_mm,B_target_mT,B_sim_mT,residual_mT,in_active_0_185mm,acceptance_residual_with_start_0p1mT_deadband_mT
78.625,14.055492599786408,14.044997003640962,-0.0104955961454482,True,-0.0104955961454482
78.9140625,14.092831763927885,14.08273950108792,-0.010092262839963,True,-0.010092262839963
79.203125,14.130173017626252,14.120576560174936,-0.009596457451317,True,-0.009596457451317
79.49218749999999,14.167616311352775,14.158510786939242,-0.0091055244135357,True,-0.0091055244135357
79.78125,14.205059605079304,14.1965444578764,-0.0085151472029032,True,-0.0085151472029032
80.07031249999999,14.242595261634024,14.234679431785436,-0.0079158298485863,True,-0.0079158298485863
80.359375,14.280143561009334,14.27291706850883,-0.0072264925005029,True,-0.0072264925005029
80.64843749999999,14.31777012991171,14.311258155967874,-0.0065119739438342,True,-0.0065119739438342
80.9375,14.355424323353052,14.349702846723464,-0.0057214766295884,True,-0.0057214766295884
81.2265625,14.393142450973954,14.3882506051061,-0.0048918458678548,True,-0.0048918458678548
81.515625,14.430903439497351,14.426900165760705,-0.0040032737366503,True,-0.0040032737366503
81.8046875,14.468713779612507,14.465649504245448,-0.0030642753670595,True,-0.0030642753670595
82.09375,14.506582477084327,14.504495820113023,-0.0020866569713038,True,-0.0020866569713038
82.3828125,14.544485690986589,14.54343553269181,-0.001050158294779,True,-0.001050158294779
82.67187499999999,14.582463024381578,14.582464289576462,1.265194882887899e-06,True,1.265194882887899e-06
82.9609375,14.620459780995184,14.621576987635644,0.0011172066404583,True,0.0011172066404583
83.24999999999999,14.658546690661234,14.660767806153157,0.0022211154919217,True,0.0022211154919217
83.5390625,14.69663766665806,14.700030251538864,0.0033925848808048,True,0.0033925848808048
83.82812499999999,14.73483510658788,14.739357212881332,0.0045221062934513,True,0.0045221062934513
84.1171875,14.773032546517706,14.77874102746633,0.005708480948623,True,0.005708480948623
84.40625,14.811329924615643,14.818173555255845,0.0068436306401992,True,0.0068436306401992
84.6953125,14.84963886272557,14.857646261213146,0.0080073984875753,True,0.0080073984875753
84.984375,14.88803281939472,14.897150304270316,0.0091174848755957,True,0.0091174848755957
85.2734375,14.926454237810876,14.936676631667218,0.0102223938563423,True,0.0102223938563423
85.5625,14.964945488187611,14.976216077344302,0.0112705891566894,True,0.0112705891566894
85.85156249999999,15.003480383539708,15.015759463046347,0.0122790795066395,True,0.0122790795066395
86.140625,15.04206965129536,15.05529770078904,0.0132280494936805,True,0.0132280494936805
86.42968749999999,15.08071903501832,15.094821895354794,0.0141028603364741,True,0.0141028603364741
