z_m,z_cm,B_T,B_mT
1.481939799331103702e-01,1.481939799331103735e+01,2.633561374903704844e-02,2.633561374903704788e+01
1.488963210702341222e-01,1.488963210702341300e+01,2.650819345271012567e-02,2.650819345271012395e+01
1.495986622073578742e-01,1.495986622073578687e+01,2.668172802663534848e-02,2.668172802663534782e+01
1.503010033444815985e-01,1.503010033444816074e+01,2.685623349808755403e-02,2.685623349808755478e+01
1.510033444816053505e-01,1.510033444816053461e+01,2.703172634777947780e-02,2.703172634777947891e+01
1.517056856187291025e-01,1.517056856187291025e+01,2.720822352802745869e-02,2.720822352802746025e+01
1.524080267558528545e-01,1.524080267558528590e+01,2.738574248186379650e-02,2.738574248186379734e+01
1.531103678929765788e-01,1.531103678929765799e+01,2.756430116315661261e-02,2.756430116315661394e+01
1.538127090301003308e-01,1.538127090301003363e+01,2.774391805780290765e-02,2.774391805780290809e+01
1.545150501672240828e-01,1.545150501672240750e+01,2.792461220606564168e-02,2.792461220606564254e+01
1.552173913043478348e-01,1.552173913043478315e+01,2.810640322613126851e-02,2.810640322613126685e+01
1.559197324414715868e-01,1.559197324414715879e+01,2.828931133897021402e-02,2.828931133897021510e+01
1.566220735785953111e-01,1.566220735785953089e+01,2.847335739458940751e-02,2.847335739458940651e+01
1.573244147157190631e-01,1.573244147157190653e+01,2.865856289977346261e-02,2.865856289977346094e+01
1.580267558528428151e-01,1.580267558528428218e+01,2.884495004741879920e-02,2.884495004741879853e+01
1.587290969899665671e-01,1.587290969899665605e+01,2.903254174757427877e-02,2.903254174757427819e+01
1.594314381270902914e-01,1.594314381270902992e+01,2.922136166031085239e-02,2.922136166031085125e+01
1.601337792642140434e-01,1.601337792642140556e+01,2.941143423055415582e-02,2.941143423055415695e+01
1.608361204013377954e-01,1.608361204013377943e+01,2.960278472502477984e-02,2.960278472502477953e+01
1.615384615384615474e-01,1.615384615384615330e+01,2.979543927144465837e-02,2.979543927144465698e+01
1.622408026755852994e-01,1.622408026755853072e+01,2.998942490018156881e-02,2.998942490018156803e+01
1.629431438127090237e-01,1.629431438127090104e+01,3.018476958851966027e-02,3.018476958851966074e+01
1.636454849498327757e-01,1.636454849498327846e+01,3.038150230776150498e-02,3.038150230776150451e+01
1.643478260869565277e-01,1.643478260869565233e+01,3.057965307338584085e-02,3.057965307338584182e+01
1.650501672240802797e-01,1.650501672240802975e+01,3.077925299850729074e-02,3.077925299850729246e+01
1.657525083612040040e-01,1.657525083612040007e+01,3.098033435090729801e-02,3.098033435090729881e+01
1.664548494983277560e-01,1.664548494983277394e+01,3.118293061393250312e-02,3.118293061393250198e+01
1.671571906354515080e-01,1.671571906354515136e+01,3.138707655158590182e-02,3.138707655158590271e+01
1.678595317725752600e-01,1.678595317725752523e+01,3.159280827816916826e-02,3.159280827816916926e+01
1.685618729096990120e-01,1.685618729096990265e+01,3.180016333287118829e-02,3.180016333287118968e+01
1.692642140468227363e-01,1.692642140468227296e+01,3.200918075973895049e-02,3.200918075973895327e+01
1.699665551839464883e-01,1.699665551839465039e+01,3.221990119351358234e-02,3.221990119351358572e+01
1.706688963210702403e-01,1.706688963210702425e+01,3.243236695186558355e-02,3.243236695186558194e+01
1.713712374581939923e-01,1.713712374581939812e+01,3.264662213462250079e-02,3.264662213462250406e+01
1.720735785953177166e-01,1.720735785953177199e+01,3.286271273064787779e-02,3.286271273064787835e+01
1.727759197324414686e-01,1.727759197324414586e+01,3.308068673310542163e-02,3.308068673310542351e+01
1.734782608695652206e-01,1.734782608695652328e+01,3.330059426392632110e-02,3.330059426392632105e+01
1.741806020066889726e-01,1.741806020066889715e+01,3.352248770839452718e-02,3.352248770839452874e+01
1.748829431438127247e-01,1.748829431438127102e+01,3.374642186087349616e-02,3.374642186087349671e+01
1.755852842809364489e-01,1.755852842809364489e+01,3.397245408282308088e-02,3.397245408282308432e+01
1.762876254180602009e-01,1.762876254180601876e+01,3.420064447439745414e-02,3.420064447439745692e+01
1.769899665551839529e-01,1.769899665551839618e+01,3.443105606107867839e-02,3.443105606107867800e+01
1.776923076923077049e-01,1.776923076923077005e+01,3.466375499698825385e-02,3.466375499698825280e+01
1.783946488294314292e-01,1.783946488294314392e+01,3.489881078673506831e-02,3.489881078673506920e+01
1.790969899665551812e-01,1.790969899665551779e+01,3.513629652790820068e-02,3.513629652790820046e+01
1.797993311036789332e-01,1.797993311036789166e+01,3.537628917661241046e-02,3.537628917661240990e+01
1.805016722408026852e-01,1.805016722408026908e+01,3.561886983878044532e-02,3.561886983878044788e+01
1.812040133779264373e-01,1.812040133779264295e+01,3.586412409038809701e-02,3.586412409038809557e+01
1.819063545150501615e-01,1.819063545150501682e+01,3.611214233015597880e-02,3.611214233015597586e+01
1.826086956521739135e-01,1.826086956521739069e+01,3.636302016885976235e-02,3.636302016885976229e+01
1.833110367892976655e-01,1.833110367892976811e+01,3.661685886000264067e-02,3.661685886000264389e+01
1.840133779264214176e-01,1.840133779264214198e+01,3.687376577735181071e-02,3.687376577735181371e+01
1.847157190635451418e-01,1.847157190635451585e+01,3.713385494572627593e-02,3.713385494572627721e+01
1.854180602006688938e-01,1.854180602006688972e+01,3.739724763247914002e-02,3.739724763247914296e+01
1.861204013377926458e-01,1.861204013377926358e+01,3.766407300837851246e-02,3.766407300837851579e+01
1.868227424749163978e-01,1.868227424749164101e+01,3.793446888810678846e-02,3.793446888810678530e+01
1.875250836120401499e-01,1.875250836120401488e+01,3.820858256242493783e-02,3.820858256242493667e+01
1.882274247491638741e-01,1.882274247491638874e+01,3.848657173626433836e-02,3.848657173626433803e+01
1.889297658862876261e-01,1.889297658862876261e+01,3.876860558970777332e-02,3.876860558970777504e+01
1.896321070234113781e-01,1.896321070234113648e+01,3.905486598212745686e-02,3.905486598212745974e+01
1.903344481605351302e-01,1.903344481605351390e+01,3.934554882382128305e-02,3.934554882382128227e+01
1.910367892976588544e-01,1.910367892976588422e+01,3.964086564453654649e-02,3.964086564453654660e+01
1.917391304347826064e-01,1.917391304347826164e+01,3.994104539456588832e-02,3.994104539456589009e+01
1.924414715719063584e-01,1.924414715719063551e+01,4.024633652200562683e-02,4.024633652200562750e+01
1.931438127090301105e-01,1.931438127090300938e+01,4.055700937976457199e-02,4.055700937976457254e+01
1.938461538461538625e-01,1.938461538461538680e+01,4.087335902865137094e-02,4.087335902865137172e+01
1.945484949832775867e-01,1.945484949832775712e+01,4.119570851923807370e-02,4.119570851923807453e+01
1.952508361204013387e-01,1.952508361204013454e+01,4.152441275641242935e-02,4.152441275641243124e+01
1.959531772575250907e-01,1.959531772575250841e+01,4.185986307828572228e-02,4.185986307828571995e+01
1.966555183946488428e-01,1.966555183946488583e+01,4.220249271779959871e-02,4.220249271779960054e+01
1.973578595317725670e-01,1.973578595317725615e+01,4.255278336437030157e-02,4.255278336437029907e+01
1.980602006688963190e-01,1.980602006688963357e+01,4.291127310913401410e-02,4.291127310913401516e+01
1.987625418060200710e-01,1.987625418060200744e+01,4.327856614801806751e-02,4.327856614801806501e+01
1.994648829431438231e-01,1.994648829431438131e+01,4.365534474271192539e-02,4.365534474271192522e+01
2.001672240802675751e-01,2.001672240802675873e+01,4.404238411697715405e-02,4.404238411697715350e+01
2.008695652173912993e-01,2.008695652173912904e+01,4.444057121990881848e-02,4.444057121990881853e+01
